Unnamed: 0	glucosaminidase-unclustered	glucosaminidase-mmseqs_cluster	glucosaminidase-foldseek_cluster
5862	A0A414W8H7	A0A415JBN5	A0A7C1VDL4
5863	A0A413X231	A0A415JBN5	A0A7C1VDL4
5864	A0A3E4PR91	A0A415JBN5	A0A7C1VDL4
5865	A0A3E4QRT9	A0A415JBN5	A0A7C1VDL4
5866	E5V809	A0A415JBN5	A0A7C1VDL4
5867	A0A374N0M1	A0A415JBN5	A0A7C1VDL4
5868	A0A412XGR4	A0A415JBN5	A0A7C1VDL4
5869	A0A414BKJ1	A0A415JBN5	A0A7C1VDL4
5870	A0A8B2YWY0	A0A415JBN5	A0A7C1VDL4
5871	A0A414EZD9	A0A415JBN5	A0A7C1VDL4
5872	A0A412BA77	A0A415JBN5	A0A7C1VDL4
5873	A0A1Q6HXA3	A0A415JBN5	A0A7C1VDL4
5874	A0A3E5EQY5	A0A415JBN5	A0A7C1VDL4
5875	A0A7J0A7H5	A0A415JBN5	A0A7C1VDL4
5876	A0A174UMP4	A0A415JBN5	A0A7C1VDL4
5877	A0A412FHW8	A0A415JBN5	A0A7C1VDL4
5878	A0A415KP98	A0A415JBN5	A0A7C1VDL4
5879	A0A174V9G9	A0A415JBN5	A0A7C1VDL4
5880	A0A174WK56	A0A415JBN5	A0A7C1VDL4
5881	R7KHY6	A0A415JBN5	A0A7C1VDL4
5882	A0A395VZF0	A0A415JBN5	A0A7C1VDL4
5883	A0A372Z1B4	A0A415JBN5	A0A7C1VDL4
5884	A0A412K1G8	A0A415JBN5	A0A7C1VDL4
5885	A0A413V7I0	A0A415JBN5	A0A7C1VDL4
5886	A0A4S2CCS9	A0A415JBN5	A0A7C1VDL4
5887	A0A3E4N9I9	A0A415JBN5	A0A7C1VDL4
5888	A0A3L8A2X8	A0A415JBN5	A0A7C1VDL4
5889	A0A401LNY9	A0A415JBN5	A0A7C1VDL4
5890	C6ISX2	A0A415JBN5	A0A7C1VDL4
5891	A0A1H7VG78	A0A415JBN5	A0A7C1VDL4
5892	A0A139JZB9	A0A415JBN5	A0A7C1VDL4
5893	A0A412VQ72	A0A415JBN5	A0A7C1VDL4
5894	I9UNA7	A0A415JBN5	A0A7C1VDL4
5895	A0A1E9BQA9	A0A415JBN5	A0A7C1VDL4
5896	A0A0P0F9P8	A0A415JBN5	A0A7C1VDL4
5897	F7MA66	A0A415JBN5	A0A7C1VDL4
5898	A0A414FC53	A0A415JBN5	A0A7C1VDL4
5899	A0A3D2LYQ3	A0A415JBN5	A0A7C1VDL4
5900	A0A413EUI0	A0A415JBN5	A0A7C1VDL4
5901	A0A174U0T9	A0A415JBN5	A0A7C1VDL4
5902	A0A1Q6GUR4	A0A415JBN5	A0A7C1VDL4
5903	A0A412C291	A0A415JBN5	A0A7C1VDL4
5904	A0A414GDF8	A0A415JBN5	A0A7C1VDL4
5905	R6V2V0	A0A415JBN5	A0A7C1VDL4
5906	A0A1I4W7E9	A0A415JBN5	A0A7C1VDL4
5907	A0A412CXM3	A0A415JBN5	A0A7C1VDL4
5908	A0A1C7H2K0	A0A415JBN5	A0A7C1VDL4
5909	A0A1Y4V4Y2	A0A415JBN5	A0A7C1VDL4
5910	A0A413IVC0	A0A415JBN5	A0A7C1VDL4
5911	A0A414HKV0	A0A415JBN5	A0A7C1VDL4
5912	A0A4V3RAS4	A0A415JBN5	A0A7C1VDL4
5913	A0A414LDG7	A0A415JBN5	A0A7C1VDL4
5914	A0A415N848	A0A415JBN5	A0A7C1VDL4
5915	A0A3E4KXP0	A0A415JBN5	A0A7C1VDL4
5916	A0A414Z8V0	A0A415JBN5	A0A7C1VDL4
5917	A0A8B2Y5D6	A0A415JBN5	A0A7C1VDL4
5918	A0A4Q5HHG6	A0A415JBN5	A0A7C1VDL4
5919	A0A415IZI7	A0A415JBN5	A0A7C1VDL4
5920	A0A412I2K8	A0A415JBN5	A0A7C1VDL4
5921	R6LCR0	A0A415JBN5	A0A7C1VDL4
5922	A0A412RZ90	A0A415JBN5	A0A7C1VDL4
5923	A0A412N678	A0A415JBN5	A0A7C1VDL4
5924	A0A412EBK1	A0A415JBN5	A0A7C1VDL4
5925	S3ZKT3	A0A415JBN5	A0A7C1VDL4
5926	A0A415PSL4	A0A415JBN5	A0A7C1VDL4
5927	A0A414Q5N6	A0A415JBN5	A0A7C1VDL4
5928	A0A413UWN3	A0A415JBN5	A0A7C1VDL4
5929	A0A1Y3YXS2	A0A415JBN5	A0A7C1VDL4
5930	A0A3E4UQ29	A0A415JBN5	A0A7C1VDL4
5931	A0A413ZP38	A0A415JBN5	A0A7C1VDL4
5932	A0A374UVV9	A0A415JBN5	A0A7C1VDL4
5933	A0A415CJF6	A0A415JBN5	A0A7C1VDL4
5934	A0A1Y4JN77	A0A415JBN5	A0A7C1VDL4
5935	A0A413DU40	A0A415JBN5	A0A7C1VDL4
5936	A0A412DG20	A0A415JBN5	A0A7C1VDL4
5937	A0A416VHG3	A0A415JBN5	A0A7C1VDL4
5938	U6RPD2	A0A415JBN5	A0A7C1VDL4
5939	A0A374VEB3	A0A415JBN5	A0A7C1VDL4
5940	A0A1Y4HUZ8	A0A415JBN5	A0A7C1VDL4
5941	A0A1Q6GF19	A0A415JBN5	A0A7C1VDL4
5942	A0A3P1ZZ01	A0A415JBN5	A0A7C1VDL4
5943	A0A2R3MVD4	A0A415JBN5	A0A7C1VDL4
5944	A0A4R0UIH4	A0A4R0UIH4	A0A4R0UIH4
5945	A0A0M0VNT7	A0A4R0UIH4	A0A4R0UIH4
5946	A0A4R0TIN0	A0A4R0UIH4	A0A4R0UIH4
5947	A0A4R3TDI2	A0A4R3TDI2	A0A1T4VMW3
5948	A0A6N2T9A5	A0A4R3TDI2	A0A1T4VMW3
5949	A0A6B3L3Z2	A0A6B3L3Z2	T1WGN1
5950	A0A851GCH8	A0A6B3L3Z2	T1WGN1
5951	A0A7G3L2F6	A0A7G3L2F6	A0A4R3J4M3
5952	A0A839Y9N3	A0A839Y9N3	A0A2Z4IUI6
5953	A0A4R2PST9	A0A839Y9N3	A0A2Z4IUI6
5954	A0A7W5PER3	A0A839Y9N3	A0A2Z4IUI6
5955	A0A7W5QIY3	A0A839Y9N3	A0A2Z4IUI6
5956	A0A8G0AUI1	A0A318MMB0	A0A318MMB0
5957	A0A318MMB0	A0A318MMB0	A0A318MMB0
5958	A0A952L4P2	A0A952L4P2	
5959	A9WNV0	A9WNV0	A0A2Z4IUI6
5960	B5Y6T8	B5Y6T8	A6ERN7
5962	D2KVF6	D2KVF6	C2PUY2
5963	D2KVH0	D2KVF6	C2PUY2
5964	UPI0001E107D6	D2KVF6	C2PUY2
5965	UPI0003B03B70	D2KVF6	C2PUY2
5966	D2KVM5	D2KVF6	C2PUY2
5967	D2KVN6	D2KVF6	C2PUY2
5968	A0A829U054	D2KVF6	C2PUY2
5969	A0A3S4QEG4	D2KVF6	C2PUY2
5970	A0A509DNU4	D2KVF6	C2PUY2
5971	A0A380JQX7	D2KVF6	C2PUY2
5972	A0A380KIS3	D2KVF6	C2PUY2
5973	D2KVB4	D2KVF6	C2PUY2
5974	E6U6Z9	E6U6Z9	A0A379AHB8
5975	F8KE45	F8KE45	F9HB38
5976	G6FDH4	G6FDH4	G5KCX5
5978	J2YTS8	J2YTS8	U2T162
5980	A0A173YVC1	A0A173YVC1	C2EH32
5982	A0A1C5SS43	A0A1C5SS43	A0A2P2BVU5
5983	A0A1G9JR85	A0A1G9JR85	A0A174IZW4
5984	A0A2T0BAB1	A0A1G9JR85	A0A174IZW4
5986	A0A1H9TX58	A0A1H9TX58	
5987	A0A1I2T094	A0A1I2T094	A0A1T5BVD3
5988	A0A1I5Z3Z5	A0A1I5Z3Z5	A0A285SLW8
5989	A0A0A8JI54	A0A1I5Z3Z5	A0A285SLW8
5990	A0A1S8PZ04	A0A1S8PZ04	A0A428EJ70
5991	A0A1S8PEX3	A0A1S8PZ04	A0A428EJ70
5992	A0A1S8TMQ7	A0A1S8PZ04	A0A428EJ70
5993	A0A1S8TTI0	A0A1S8TTI0	A0A1S8TTI0
5994	A0A1W6VWX5	A0A1W6VWX5	A0A1M6GBW1
5995	A0A1Y6G5K5	A0A1Y6G5K5	A0A379AHB8
5996	A0A2G7H757	A0A2G7H757	A0A031IDF1
5997	A0A0E1L358	A0A2G7H757	A0A031IDF1
5998	A0A6G4DFW3	A0A2G7H757	A0A031IDF1
5999	A0A6G4EIH0	A0A2G7H757	A0A031IDF1
6000	A0A6G4FB80	A0A2G7H757	A0A031IDF1
6001	A0A846HTX0	A0A2G7H757	A0A031IDF1
6002	A0A846JCX0	A0A2G7H757	A0A031IDF1
6003	A0A6G4G988	A0A2G7H757	A0A031IDF1
6004	B1IMJ5	A0A2G7H757	A0A031IDF1
6005	A0A0C3MGK2	A0A2G7H757	A0A031IDF1
6006	B1L0R3	A0A2G7H757	A0A031IDF1
6007	A0A1L3NDC0	A0A2G7H757	A0A031IDF1
6008	A7GHY0	A0A2G7H757	A0A031IDF1
6009	A0A2M9CH88	A0A2M9CH88	T1WGN1
6010	A0A376TZ39	A0A376TZ39	A0A376TZ39
6011	A0A3S4M5Z7	A0A376TZ39	A0A376TZ39
6013	A0A414P1Y4	A0A414P1Y4	
6014	A0A3E4LLJ4	A0A3E4LLJ4	
6015	A0A943MBX6	A0A943MBX6	
6016	A0A415D7F6	A0A415D7F6	
6017	UPI001D039DD2	UPI001D039DD2	
6018	UPI001D040766	UPI001D040766	
6019	UPI0008DA180E	UPI0008DA180E	
6020	UPI00156FDA68	UPI00156FDA68	
6021	UPI00118206E7	UPI00118206E7	
6022	UPI001D08FC29	UPI001D08FC29	
6023	A0A174AZ35	A0A174AZ35	
6024	A0A428EHU7	A0A428EHU7	S7X9Q3
6025	UPI00099E5C16	A0A428EHU7	S7X9Q3
6026	UPI0005E28E29	A0A428EHU7	S7X9Q3
6027	F9HB36	A0A428EHU7	S7X9Q3
6028	A0A5P2TTX8	A0A5P2TTX8	A0A318MMB0
6029	A0A5S5CI36	A0A5S5CI36	U7ULZ9
6030	A0A661YJ37	A0A661YJ37	A0A661YJ37
6031	A0A6N3FC34	A0A6N3FC34	
6032	A0A7J4VCV0	A0A7J4VCV0	A0A2G4HE76
6034	A0A800DYT3	A0A800DYT3	A0A800DYT3
6035	A0A1Z5HI55	A0A800DYT3	A0A800DYT3
6036	A0A829H7U9	A0A829H7U9	A0A829H7U9
6037	A0A829GGT3	A0A829H7U9	A0A829H7U9
6038	A0A829GST5	A0A829H7U9	A0A829H7U9
6039	A0A829GT19	A0A829H7U9	A0A829H7U9
6040	A0A806E2W0	A0A829H7U9	A0A829H7U9
6041	A0A8E0IM97	A0A829H7U9	A0A829H7U9
6042	A0A8H8YA61	A0A829H7U9	A0A829H7U9
6043	A0A8J2ZXP9	A0A3D0D7I2	A0A7V8YNA9
6044	A0A3D0D7I2	A0A3D0D7I2	A0A7V8YNA9
6045	UPI00203A627B	A0A3D0D7I2	A0A7V8YNA9
6046	A0A7Y8WH11	A0A3D0D7I2	A0A7V8YNA9
6047	A0A6H1PAC7	A0A3D0D7I2	A0A7V8YNA9
6048	A0A2B2C3V8	A0A3D0D7I2	A0A7V8YNA9
6049	A0A2C2VPY3	A0A3D0D7I2	A0A7V8YNA9
6050	A0A5Q2THK8	A0A3D0D7I2	A0A7V8YNA9
6051	A0A5R9GJ85	A0A3D0D7I2	A0A7V8YNA9
6052	A0A927BR40	A0A927BR40	
6053	A0A937RR56	A0A937RR56	
6054	UPI00094008FF	UPI00094008FF	
6055	UPI001C40726D	UPI001C40726D	
6056	UPI000420A57D	UPI000420A57D	
6058	D2YF97	D2YF97	E8PPW8
6059	D6GS53	D6GS53	A0A377FWM0
6060	F9HDB8	F9HDB8	A0A1C5XSX6
6061	J9YYF7	J9YYF7	U7ULZ9
6062	K8EUY4	K8EUY4	A0A7Y5B4C8
6063	UPI00165AE1BC	K8EUY4	A0A7Y5B4C8
6064	UPI00107293BC	K8EUY4	A0A7Y5B4C8
6065	UPI00191B9CBD	K8EUY4	A0A7Y5B4C8
6066	UPI0012F7323C	K8EUY4	A0A7Y5B4C8
6067	M9LPQ8	M9LPQ8	M9LPQ8
6068	Q84IZ5	Q84IZ5	A6ERN7
6069	R5ALQ8	R5ALQ8	A0A5P3IEM7
6070	R6H2L3	R6H2L3	A0A6G7ZBN2
6071	R7KG69	R7KG69	A0A6G7ZBN2
6072	T3DL58	T3DL58	B6G019
6073	U2T162	U2T162	U2T162
6074	UPI0003B5674E	UPI0003B5674E	
6075	UPI001E5237AB	UPI001E5237AB	
6076	UPI0022AB5821	UPI0022AB5821	
6077	UPI001F27C3B2	UPI001F27C3B2	
6078	UPI0021129BD7	UPI0021129BD7	
6079	W4TQN4	W4TQN4	W4TQN4
6080	W4U4Q2	W4TQN4	W4TQN4
6081	W9AQ15	W9AQ15	A0A379AHB8
6082	A0A023X6J4	A0A023X6J4	A0A377FWM0
6083	A0A0E2IVP8	A0A0E2IVP8	U6RX90
6084	A0A0S4KNX7	A0A0S4KNX7	A0A5P3IEM7
6085	D8P9W8	A0A0S4KNX7	A0A5P3IEM7
6086	A0A1Q7PHV0	A0A0S4KNX7	A0A5P3IEM7
6087	A0A1W9G579	A0A0S4KNX7	A0A5P3IEM7
6088	A0A136K6Z8	A0A0S4KNX7	A0A5P3IEM7
6089	A0A1W9GDV5	A0A0S4KNX7	A0A5P3IEM7
6090	A0A0S4L7N6	A0A0S4KNX7	A0A5P3IEM7
6091	A0A177QLE8	A0A0S4KNX7	A0A5P3IEM7
6092	A0A679HLE4	A0A0S4KNX7	A0A5P3IEM7
6093	A0A533BHZ3	A0A0S4KNX7	A0A5P3IEM7
6094	A0A330LBN7	A0A0S4KNX7	A0A5P3IEM7
6095	A0A1W1I3E9	A0A0S4KNX7	A0A5P3IEM7
6096	A0A1G1I6P5	A0A0S4KNX7	A0A5P3IEM7
6097	A0A0K2G6R4	A0A0S4KNX7	A0A5P3IEM7
6098	A0A1W9HDV5	A0A0S4KNX7	A0A5P3IEM7
6099	A0A0S4L8W7	A0A0S4KNX7	A0A5P3IEM7
6100	A0A7S8FIA4	A0A0S4KNX7	A0A5P3IEM7
6101	A0A533BAS1	A0A0S4KNX7	A0A5P3IEM7
6102	A0A0X1RZC2	A0A0X1RZC2	A0A4R2LZN7
6103	A0A108U8M2	A0A108U8M2	M9LPQ8
6104	A0A174LS49	A0A174LS49	A0A174LS49
6105	A0A173SP85	A0A174LS49	A0A174LS49
6106	A0A1C4F0M8	A0A1C4F0M8	A0A1C4F0M8
6107	A0A1G9NZZ9	A0A1G9NZZ9	A0A2E9R175
6108	T4VLC3	A0A1G9NZZ9	A0A2E9R175
6109	A0A371JAC4	A0A1G9NZZ9	A0A2E9R175
6110	A0A1I3HH36	A0A1I3HH36	U7ULZ9
6111	A0A1I6LUH2	A0A1I6LUH2	A0A822LKY6
6112	A0A1I0DL62	A0A1I6LUH2	A0A822LKY6
6113	A0A1M7JI71	A0A1I6LUH2	A0A822LKY6
6114	A0A1K1P5S6	A0A1K1P5S6	A0A1K1P5S6
6115	A0A1I1JA24	A0A1K1P5S6	A0A1K1P5S6
6116	A0A1H7ITU3	A0A1K1P5S6	A0A1K1P5S6
6117	A0A1M4SMF5	A0A1M4SMF5	B0M9G9
6118	A0A1M6P4N4	A0A1M4SMF5	B0M9G9
6119	UPI001FC9DAA5	UPI001FC9DAA5	
6120	W4UUF5	W4UUF5	A0A2Z5VGM9
6122	A0A0G3V308	A0A0G3V308	A0A1T4VMW3
6123	A0A133NFI2	A0A133NFI2	A0A2T6K1D7
6124	E5BIR0	A0A133NFI2	A0A2T6K1D7
6125	J8SRT1	A0A133NFI2	A0A2T6K1D7
6126	A0A139MRK8	A0A139MRK8	A0A4R0UIH4
6127	A0A173U7L9	A0A173U7L9	A0A1H2Z0U0
6128	A0A174D5Y6	A0A174D5Y6	A0A174D5Y6
6130	A0A1C5XMI2	A0A1C5XMI2	A0A1C6D969
6131	A0A6N3FV87	A0A1C5XMI2	A0A1C6D969
6132	A0A1T4UIW9	A0A1C5XMI2	A0A1C6D969
6134	A0A1G7GLJ7	A0A1G7GLJ7	A0A4R1L6A7
6135	A0A1G9VC08	A0A1G9VC08	A0A4R2LZN7
6136	A0A1H4DWD6	A0A1H4DWD6	A0A379AHB8
6137	A0A1H8RNZ3	A0A1H8RNZ3	A0A1H2Z0U0
6138	A0A1I1B598	A0A1I1B598	A0A1H2Z0U0
6139	UPI0009A355EE	UPI0009A355EE	
6140	UPI000A9C9C19	UPI000A9C9C19	
6141	UPI000C07C0B2	UPI000C07C0B2	
6142	UPI000E7543EF	A0A0T8U5M7	A0A1S8NJE1
6143	UPI0021B51BFF	A0A0T8U5M7	A0A1S8NJE1
6144	UPI0021B75C26	A0A0T8U5M7	A0A1S8NJE1
6145	UPI001EDDE6A6	A0A0T8U5M7	A0A1S8NJE1
6146	UPI001562676C	A0A0T8U5M7	A0A1S8NJE1
6147	A0A0T8U5M7	A0A0T8U5M7	A0A1S8NJE1
6148	A0A428EIG3	A0A0T8U5M7	A0A1S8NJE1
6149	UPI0021B5BF8F	A0A0T8U5M7	A0A1S8NJE1
6150	UPI0021BA3D38	A0A0T8U5M7	A0A1S8NJE1
6151	UPI0021BA4D97	A0A0T8U5M7	A0A1S8NJE1
6152	UPI0021B5F205	A0A0T8U5M7	A0A1S8NJE1
6153	A0A0E2P5E2	A0A0T8U5M7	A0A1S8NJE1
6154	UPI0021B67514	A0A0T8U5M7	A0A1S8NJE1
6155	UPI0021B6CE6C	A0A0T8U5M7	A0A1S8NJE1
6156	UPI00110C3478	A0A0T8U5M7	A0A1S8NJE1
6157	UPI0021B77C53	A0A0T8U5M7	A0A1S8NJE1
6158	A0A3R9IQE7	A0A0T8U5M7	A0A1S8NJE1
6159	A0A3R9LAV6	A0A0T8U5M7	A0A1S8NJE1
6160	UPI000B0CBFAF	A0A0T8U5M7	A0A1S8NJE1
6161	A0A2N6PRF9	A0A0T8U5M7	A0A1S8NJE1
6162	A0A081PWT5	A0A0T8U5M7	A0A1S8NJE1
6163	A0A1T0C5Z1	A0A0T8U5M7	A0A1S8NJE1
6164	UPI0005DCF7EA	A0A0T8U5M7	A0A1S8NJE1
6165	UPI0021B525D4	A0A0T8U5M7	A0A1S8NJE1
6166	UPI0005E5C355	A0A0T8U5M7	A0A1S8NJE1
6167	UPI0021B8134F	A0A0T8U5M7	A0A1S8NJE1
6168	UPI0015642DA2	A0A0T8U5M7	A0A1S8NJE1
6169	A0A081S8K4	A0A0T8U5M7	A0A1S8NJE1
6170	UPI0019336136	A0A0T8U5M7	A0A1S8NJE1
6171	UPI00193408BA	A0A0T8U5M7	A0A1S8NJE1
6172	A0A1X1KX76	A0A0T8U5M7	A0A1S8NJE1
6173	UPI0021B60804	A0A0T8U5M7	A0A1S8NJE1
6174	UPI0021B62DC8	A0A0T8U5M7	A0A1S8NJE1
6175	UPI0021B64D45	A0A0T8U5M7	A0A1S8NJE1
6176	UPI0021B66973	A0A0T8U5M7	A0A1S8NJE1
6177	UPI001C640758	A0A0T8U5M7	A0A1S8NJE1
6178	I0SUJ1	A0A0T8U5M7	A0A1S8NJE1
6179	UPI0020014E87	A0A0T8U5M7	A0A1S8NJE1
6180	UPI000B625DE2	A0A0T8U5M7	A0A1S8NJE1
6181	UPI0021B6EDE9	A0A0T8U5M7	A0A1S8NJE1
6182	UPI000B6355DA	A0A0T8U5M7	A0A1S8NJE1
6183	UPI0021B6FD66	A0A0T8U5M7	A0A1S8NJE1
6184	A0A428DW64	A0A0T8U5M7	A0A1S8NJE1
6185	UPI000AA7415C	A0A0T8U5M7	A0A1S8NJE1
6186	UPI000B6B8981	A0A0T8U5M7	A0A1S8NJE1
6187	UPI0021B72C63	A0A0T8U5M7	A0A1S8NJE1
6188	UPI0021B6D7B3	A0A0T8U5M7	A0A1S8NJE1
6189	UPI0012397C29	A0A223HVK7	A0A7Y5B4C8
6190	UPI000694C0D2	A0A223HVK7	A0A7Y5B4C8
6191	A0A223HVK7	A0A223HVK7	A0A7Y5B4C8
6192	UPI00177D41DC	A0A223HVK7	A0A7Y5B4C8
6193	UPI001AE5A007	A0A223HVK7	A0A7Y5B4C8
6194	UPI001880E1E9	UPI001880E1E9	
6196	A0A090YLP1	A0A090YLP1	A0A379AHB8
6197	A0A0F0CGF3	A0A0F0CGF3	A0A1S8NJE1
6198	A0A0F0CGR1	A0A0F0CGF3	A0A1S8NJE1
6200	A0A0R2MUF8	A0A0R2MUF8	A0A0R2MUF8
6201	A0A0R2MSR4	A0A0R2MUF8	A0A0R2MUF8
6202	A0A0Z8C7Q6	A0A0Z8C7Q6	A0A2P2BVU5
6203	A0A3P5Y2P6	A0A0Z8C7Q6	A0A2P2BVU5
6204	J9GYQ4	A0A0Z8C7Q6	A0A2P2BVU5
6205	A0A0Z8CPY0	A0A0Z8C7Q6	A0A2P2BVU5
6206	A0A135YL64	A0A0Z8C7Q6	A0A2P2BVU5
6207	A0A0Z8EBN0	A0A0Z8C7Q6	A0A2P2BVU5
6208	A0A0Z8EMX1	A0A0Z8C7Q6	A0A2P2BVU5
6209	A0A1D4IX89	A0A0Z8C7Q6	A0A2P2BVU5
6210	A0A0Z8ERQ8	A0A0Z8C7Q6	A0A2P2BVU5
6211	A0A0Z8FFB2	A0A0Z8C7Q6	A0A2P2BVU5
6212	A0A4J2FZW3	A0A0Z8C7Q6	A0A2P2BVU5
6213	A0A0T8U8A8	A0A0Z8C7Q6	A0A2P2BVU5
6214	A0A123TNK6	A0A0Z8C7Q6	A0A2P2BVU5
6215	A0A0Z8HBM5	A0A0Z8C7Q6	A0A2P2BVU5
6216	A0A0Z8J2E0	A0A0Z8C7Q6	A0A2P2BVU5
6217	A0A0Z8JGN3	A0A0Z8C7Q6	A0A2P2BVU5
6218	A0A4V0EU47	A0A0Z8C7Q6	A0A2P2BVU5
6219	A0A0Z8K0H4	A0A0Z8C7Q6	A0A2P2BVU5
6220	A0A1Q8EE73	A0A0Z8C7Q6	A0A2P2BVU5
6221	A0A0Z8K8E3	A0A0Z8C7Q6	A0A2P2BVU5
6222	A0A291JHD4	A0A0Z8C7Q6	A0A2P2BVU5
6223	A0A822VJI4	A0A0Z8C7Q6	A0A2P2BVU5
6224	A0A0Z8KD46	A0A0Z8C7Q6	A0A2P2BVU5
6225	A0A822VPF2	A0A0Z8C7Q6	A0A2P2BVU5
6226	A0A0Z8KKQ6	A0A0Z8C7Q6	A0A2P2BVU5
6227	A0A1V5PYX1	A0A0Z8C7Q6	A0A2P2BVU5
6228	A0A239SNG8	A0A0Z8C7Q6	A0A2P2BVU5
6229	A0A7Z7VRE7	A0A0Z8C7Q6	A0A2P2BVU5
6230	A0A822W3H9	A0A0Z8C7Q6	A0A2P2BVU5
6231	A0A0Z8T188	A0A0Z8C7Q6	A0A2P2BVU5
6232	A0A116KR06	A0A0Z8C7Q6	A0A2P2BVU5
6233	A0A0Z8USR1	A0A0Z8C7Q6	A0A2P2BVU5
6234	A0A116L750	A0A0Z8C7Q6	A0A2P2BVU5
6235	A0A240BTU2	A0A0Z8C7Q6	A0A2P2BVU5
6236	A0A0Z8WYM2	A0A0Z8C7Q6	A0A2P2BVU5
6237	A0A4J2CUW3	A0A0Z8C7Q6	A0A2P2BVU5
6238	A0A116LP49	A0A0Z8C7Q6	A0A2P2BVU5
6239	A0A116LZ73	A0A0Z8C7Q6	A0A2P2BVU5
6240	A0A0M9FL70	A0A0Z8C7Q6	A0A2P2BVU5
6241	A0A116M2U7	A0A0Z8C7Q6	A0A2P2BVU5
6242	A0A4N5NPE7	A0A0Z8C7Q6	A0A2P2BVU5
6243	A0A0Z8A8G7	A0A0Z8C7Q6	A0A2P2BVU5
6244	A0A0Z8B9M5	A0A0Z8C7Q6	A0A2P2BVU5
6245	A0A4J2EWQ1	A0A0Z8C7Q6	A0A2P2BVU5
6246	C1CAV2	A0A0Z8C7Q6	A0A2P2BVU5
6247	A0A1C7P9Y5	A0A1C7P9Y5	A0A4Y1ZB15
6248	A0A1H9N809	A0A1H9N809	A0A1H2Z0U0
6249	A0A1H9N9S7	A0A1H9N809	A0A1H2Z0U0
6250	A0A1T4KIB8	A0A1H9N809	A0A1H2Z0U0
6251	A0A1T4KII1	A0A1H9N809	A0A1H2Z0U0
6252	A0A1I2C6X2	A0A1I2C6X2	A0A1T5BVD3
6253	A0A379CHU4	A0A1I2C6X2	A0A1T5BVD3
6254	A0A1H8EKF0	A0A1I2C6X2	A0A1T5BVD3
6255	A0A1M6CRV1	A0A1M6CRV1	A0A1H6MDZ1
6256	A0A1N7J0L0	A0A1N7J0L0	A0A2V3VWI7
6257	A0A1G8S0I9	A0A1N7J0L0	A0A2V3VWI7
6258	A0A1S8TFA9	A0A1S8TFA9	A0A3R9QFF2
6259	A0A1S8TAJ4	A0A1S8TFA9	A0A3R9QFF2
6262	A0A2E2NXD0	A0A2E2NXD0	A0A7C1VDL4
6263	A0A0F2NV09	A0A2E2NXD0	A0A7C1VDL4
6264	A0A2A5HHV4	A0A2E2NXD0	A0A7C1VDL4
6265	A0A2E4J1T5	A0A2E4J1T5	R6JF01
6266	A0A2K8P376	A0A2K8P376	A0A0K1P7R6
6267	A0A2K8SDL6	A0A2K8P376	A0A0K1P7R6
6268	A0A2S5RGA3	A0A2K8P376	A0A0K1P7R6
6269	A0A2M7ZMU0	A0A2M7ZMU0	A0A2G4HE76
6270	A0A2T0B734	A0A2T0B734	A0A371PLL5
6271	A0A1A6AK18	A0A2T0B734	A0A371PLL5
6272	A0A2U2EEE4	A0A2U2EEE4	A0A2U2EEE4
6273	A0A415JV59	A0A2U2EEE4	A0A2U2EEE4
6274	A0A1Q6PCE3	A0A2U2EEE4	A0A2U2EEE4
6275	A0A414IVP4	A0A2U2EEE4	A0A2U2EEE4
6276	A0A5S4VJS6	A0A2U2EEE4	A0A2U2EEE4
6277	C4ZGM1	A0A2U2EEE4	A0A2U2EEE4
6278	A0A413MAG9	A0A2U2EEE4	A0A2U2EEE4
6279	A0A395V2Z1	A0A2U2EEE4	A0A2U2EEE4
6280	A0A413Q8Y3	A0A2U2EEE4	A0A2U2EEE4
6281	A0A413R286	A0A2U2EEE4	A0A2U2EEE4
6282	A0A413U2F9	A0A2U2EEE4	A0A2U2EEE4
6283	A0A3E4M1X9	A0A2U2EEE4	A0A2U2EEE4
6284	A0A396FIX8	A0A2U2EEE4	A0A2U2EEE4
6285	A0A412Q464	A0A2U2EEE4	A0A2U2EEE4
6286	A0A7X2MAD6	A0A2U2EEE4	A0A2U2EEE4
6287	A0A412RJT0	A0A2U2EEE4	A0A2U2EEE4
6288	A0A350VGJ3	A0A2U2EEE4	A0A2U2EEE4
6289	A0A350WGK8	A0A2U2EEE4	A0A2U2EEE4
6290	A0A413ZZN9	A0A2U2EEE4	A0A2U2EEE4
6291	A0A414ZKK3	A0A2U2EEE4	A0A2U2EEE4
6292	A0A3E4X8U1	A0A2U2EEE4	A0A2U2EEE4
6293	A0A3D1NXM0	A0A2U2EEE4	A0A2U2EEE4
6294	A0A6L5TBJ1	A0A2U2EEE4	A0A2U2EEE4
6295	A0A3E5AMZ4	A0A2U2EEE4	A0A2U2EEE4
6296	A0A413BG09	A0A2U2EEE4	A0A2U2EEE4
6297	A0A415ID96	A0A2U2EEE4	A0A2U2EEE4
6298	A0A2V7KFS1	A0A2V7KFS1	R6JF01
6299	A0A2X2RMK9	A0A2X2RMK9	A0A255U393
6300	A0A2X2SUP2	A0A2X2RMK9	A0A255U393
6301	A0A2A3N4Q9	A0A2X2RMK9	A0A255U393
6302	A0A5M4BA19	A0A2X2RMK9	A0A255U393
6303	E4MS61	A0A2X2RMK9	A0A255U393
6304	A0A353W5C3	A0A353W5C3	A0A7C1VDL4
