	unclustered	mmseqs_cluster	foldseek_cluster
7887	A0A1I4ZG41	A0A1I4ZG41	A0A4R6WH34
7888	A0A1I5M008	A0A1I5M008	A0A7W7M238
7889	A0A1I6GP77	A0A1I6GP77	A0A7X0L4Z6
7890	A0A0F0KWQ8	A0A1I6GP77	A0A7X0L4Z6
7891	A0A0F0LGD6	A0A1I6GP77	A0A7X0L4Z6
7892	A0A0F0KRG9	A0A1I6GP77	A0A7X0L4Z6
7893	A0A0F0LF80	A0A1I6GP77	A0A7X0L4Z6
7894	A0A1I6ZHU5	A0A1I6ZHU5	A0A7W7M238
7895	A0A1M4XPJ6	A0A1M4XPJ6	A0A7W7M238
7896	A0A4R3L7Z7	A0A1M4XPJ6	A0A7W7M238
7897	A0A1M5ST99	A0A1M5ST99	A0A4R3YH71
7898	A0A4R1KUN5	A0A1M5ST99	A0A4R3YH71
7899	A0A1M6N1S0	A0A1M6N1S0	A0A1M7RYE3
7900	A0A1T4LQT5	A0A1T4LQT5	A0A7W7M238
7901	A0A1T5P926	A0A1T5P926	A0A1M5B8R8
7902	A0A1V5LFF2	A0A1V5LFF2	A0A3N6HYN0
7903	A0A1V5PSV3	A0A1V5PSV3	A0A7W7M238
7904	A0A1V5PUL0	A0A1V5PSV3	A0A7W7M238
7905	A0A1V5PY99	A0A1V5PSV3	A0A7W7M238
7906	A0A1V5TCR6	A0A1V5TCR6	A0A1V5W530
7907	A0A1V5WLC4	A0A1V5TCR6	A0A1V5W530
7908	A0A1V5W8V8	A0A1V5W8V8	A0A1V6JGM4
7909	A0A1V6A7Q2	A0A1V6A7Q2	A0A1H5RLM9
7910	A0A1V6C265	A0A1V6C265	A0A7W7M238
7911	A0A1V6HNK0	A0A1V6C265	A0A7W7M238
7912	A0A1V6J6E0	A0A1V6C265	A0A7W7M238
7913	A0A1V6JQ50	A0A1V6JQ50	A0A1V6JGM4
7914	A0A1W1ZEH4	A0A1W1ZEH4	A0A7W7M238
7915	A0A1Y5TUV4	A0A1Y5TUV4	A0A399F503
7916	A0A239EZ60	A0A239EZ60	A0A1H5RLM9
7917	A0A1H9ZPL6	A0A239EZ60	A0A1H5RLM9
7918	A0A251XKU6	A0A251XKU6	A0A251XKU6
7919	A0A285E195	A0A285E195	A0A1I1ZHQ3
7920	A0A1H7MQW9	A0A285E195	A0A1I1ZHQ3
7921	A0A370F238	A0A285E195	A0A1I1ZHQ3
7922	A0A2I9DBM1	A0A285E195	A0A1I1ZHQ3
7923	A0A2T5L7E7	A0A285E195	A0A1I1ZHQ3
7924	A0A370FV93	A0A285E195	A0A1I1ZHQ3
7925	A0A2H5YF29	A0A2H5YF29	A0A7J0BAZ6
7926	UPI001FE60474	UPI001FE60474	
7927	UPI001CED35B6	UPI001FE60474	
7928	A0A2U8FLU1	UPI001FE60474	
7929	UPI00046D5829	UPI001FE60474	
7930	A0A1T0ARF6	UPI001FE60474	
7931	UPI001CF891EC	UPI001FE60474	
7932	UPI000E001C7F	UPI001FE60474	
7933	UPI000045D8E7	UPI001FE60474	
7934	A0A369ZQD9	UPI001FE60474	
7935	UPI0003859113	UPI001FE60474	
7936	UPI0001B385FF	UPI001FE60474	
7937	UPI001E38095D	UPI001FE60474	
7938	UPI0001E494E8	UPI001FE60474	
7939	UPI001EFF01EC	UPI001FE60474	
7940	UPI0001E495A3	UPI001FE60474	
7941	UPI00115DCCD1	UPI001FE60474	
7942	UPI001EFF0AD8	UPI001FE60474	
7943	UPI0001E4A352	UPI001FE60474	
7944	UPI001241AF2B	UPI001FE60474	
7945	UPI001EEDC806	UPI001FE60474	
7946	UPI001EFF56EE	UPI001FE60474	
7947	UPI000584E0BB	UPI001FE60474	
7948	UPI001EEE66AB	UPI001FE60474	
7949	UPI001EEF3379	UPI001FE60474	
7950	UPI000E205B7B	UPI001FE60474	
7951	UPI001F086DE6	UPI001FE60474	
7952	A0A949WLF3	UPI001FE60474	
7953	UPI001C46CAEB	UPI001FE60474	
7954	A0A3N4WKZ1	UPI001FE60474	
7955	UPI00094F9A6E	UPI001FE60474	
7956	UPI0013DFCB86	UPI001FE60474	
7957	UPI00094FD855	UPI001FE60474	
7958	UPI0013E0FA2B	UPI001FE60474	
7959	UPI00094FF5F1	UPI001FE60474	
7960	UPI0009D7268B	UPI001FE60474	
7961	A0A4Y9JTG6	UPI001FE60474	
7962	UPI0015952060	UPI001FE60474	
7963	A0A3N4X1E7	UPI001FE60474	
7964	A0A4P7CHW6	UPI001FE60474	
7965	UPI00165971D4	UPI001FE60474	
7966	A0A859IF22	UPI001FE60474	
7967	UPI0013656893	UPI001FE60474	
7968	UPI0004ED75F7	UPI001FE60474	
7969	UPI00201F1E15	UPI001FE60474	
7970	UPI001922B9BB	UPI001FE60474	
7971	UPI00192330BA	UPI001FE60474	
7972	A0A6L7B4N2	UPI001FE60474	
7973	UPI0006747109	UPI001FE60474	
7974	UPI00192348BF	UPI001FE60474	
7975	UPI0019238021	UPI001FE60474	
7976	UPI000DD4A4B7	UPI001FE60474	
7977	UPI001325D705	UPI001FE60474	
7978	UPI00156AC498	UPI001FE60474	
7979	UPI0004A0A26D	UPI001FE60474	
7980	UPI0009B7D3E7	UPI001FE60474	
7981	UPI0010835757	UPI001FE60474	
7982	UPI0013274A4D	UPI001FE60474	
7983	UPI00156ACE2E	UPI001FE60474	
7984	A0A420XHR8	UPI001FE60474	
7985	A0A4R2N8L8	UPI001FE60474	
7986	UPI00156BDF21	UPI001FE60474	
7987	A0A328BYW9	UPI001FE60474	
7988	UPI0005B35DA4	UPI001FE60474	
7989	UPI0008D60C32	UPI001FE60474	
7990	UPI00058D96D5	UPI001FE60474	
7991	UPI000DAD8F32	UPI001FE60474	
7992	A0A369YEW8	UPI001FE60474	
7993	UPI0007CDB819	UPI001FE60474	
7994	UPI000376478C	UPI001FE60474	
7995	A0A369ZCE7	UPI001FE60474	
7996	UPI000A6B48F1	UPI001FE60474	
7997	UPI0006562059	UPI001FE60474	
7998	UPI000AAFBC43	UPI001FE60474	
7999	UPI000AFDA24B	UPI001FE60474	
8000	UPI00047E6857	UPI001FE60474	
8001	UPI001105BB64	UPI001FE60474	
8002	A0A857ES33	UPI001FE60474	
8003	UPI000DFF871F	UPI001FE60474	
8004	A0A7H1C5H9	UPI001FE60474	
8005	UPI00159D159B	UPI001FE60474	
8006	UPI00159D95D8	UPI001FE60474	
8007	UPI0014054F39	UPI001FE60474	
8008	A0A7D5E127	UPI001FE60474	
8009	A0A7H8UV98	UPI001FE60474	
8010	A0A7H8Y001	UPI001FE60474	
8011	UPI001EFF3145	UPI001FE60474	
8012	UPI001EFF31FB	UPI001FE60474	
8013	UPI001EFF443F	UPI001FE60474	
8014	UPI001F008554	UPI001FE60474	
8015	UPI0003E31846	UPI001FE60474	
8016	UPI000E1FCE1B	UPI001FE60474	
8017	UPI001FD795AB	UPI001FE60474	
8018	A0A0A1M7D9	A0A0A1M7D9	A0A4R6LXJ8
8019	A0A0B8Y191	A0A0B8Y191	A0A1V6JGM4
8020	A0A137SIM5	A0A137SIM5	A0A1M7P1H2
8021	A0A833JRK5	A0A137SIM5	A0A1M7P1H2
8022	A0A072N1M5	A0A137SIM5	A0A1M7P1H2
8023	A0A368Y525	A0A137SIM5	A0A1M7P1H2
8024	A0A3N1QWV3	A0A137SIM5	A0A1M7P1H2
8025	A0A063Y2P6	A0A137SIM5	A0A1M7P1H2
8026	A0A498BY44	A0A137SIM5	A0A1M7P1H2
8027	Q0A648	A0A137SIM5	A0A1M7P1H2
8028	L0DZY6	A0A137SIM5	A0A1M7P1H2
8029	A0A4R7K0J1	A0A137SIM5	A0A1M7P1H2
8030	A0A1C3K7U8	A0A1C3K7U8	A0A1H2PS24
8031	A0A1C9WBY2	A0A1C9WBY2	A0A0B0HVF0
8032	A0A1E3L1U2	A0A1E3L1U2	A0A2K4ZCZ0
8033	A0A1G5WXJ3	A0A1G5WXJ3	A0A542VZJ6
8034	A0A2A9CPG7	A0A2A9CPG7	A0A4R6LXJ8
8035	A0A2H5VRI9	A0A2H5VRI9	A0A2H5VRI9
8036	A0A2H5ZIS0	A0A2H5ZIS0	A0A1K1XJB1
8037	A0A2H6H458	A0A2H6H458	A0A7W7M238
8038	A0A2K9K012	A0A2K9K012	A0A7W7M238
8039	A0A2M9CGA2	A0A2M9CGA2	A0A251XY06
8040	A0A2P8F086	A0A2P8F086	A0A1K1XJB1
8041	A0A1N6RGR0	A0A2P8F086	A0A1K1XJB1
8042	A0A1H4B5H5	A0A2P8F086	A0A1K1XJB1
8043	A0A1G8ULT1	A0A2P8F086	A0A1K1XJB1
8044	A0A1N7IVH6	A0A2P8F086	A0A1K1XJB1
8045	A0A1I2LT01	A0A2P8F086	A0A1K1XJB1
8046	A0A1H9H508	A0A2P8F086	A0A1K1XJB1
8047	A0A4R1GM11	A0A2P8F086	A0A1K1XJB1
8048	A0A1H5ZDC0	A0A2P8F086	A0A1K1XJB1
8049	A0A4R1J8M7	A0A2P8F086	A0A1K1XJB1
8050	A0A2S6I3B8	A0A2S6I3B8	A0A4R3YH71
8051	A0A2S9R6E3	A0A2S9R6E3	A0A1W5DML3
8052	A0A3S4VY10	A0A2S9R6E3	A0A1W5DML3
8053	A0A377IZ78	A0A2S9R6E3	A0A1W5DML3
8054	E1W6L4	A0A2S9R6E3	A0A1W5DML3
8055	A0A822VGC1	A0A2S9R6E3	A0A1W5DML3
8056	A0A2X4DR69	A0A2S9R6E3	A0A1W5DML3
8057	A0A2T5HLV7	A0A2T5HLV7	A0A4R6WH34
8058	A0A3N4UUG1	A0A2T5HLV7	A0A4R6WH34
8059	A0A1I3N801	A0A2T5HLV7	A0A4R6WH34
8060	A0A1I3JD58	A0A2T5HLV7	A0A4R6WH34
8061	A0A1G7IDU4	A0A2T5HLV7	A0A4R6WH34
8062	A0A2V0QJ47	A0A2V0QJ47	A0A2V0QJ47
8063	A0A2W1AFZ5	A0A2W1AFZ5	A0A251XY06
8064	A0A317R9T2	A0A317R9T2	A0A1M7RYE3
8065	A0A0K6I6H2	A0A317R9T2	A0A1M7RYE3
8066	A0A318GYQ5	A0A317R9T2	A0A1M7RYE3
8067	A0A2M8X1E0	A0A317R9T2	A0A1M7RYE3
8068	A0A495I103	A0A317R9T2	A0A1M7RYE3
8069	A0A2U1C3A8	A0A317R9T2	A0A1M7RYE3
8070	A0A497V3D7	A0A317R9T2	A0A1M7RYE3
8071	A0A2T6JLS3	A0A317R9T2	A0A1M7RYE3
8072	A0A3L9Z808	A0A317R9T2	A0A1M7RYE3
8073	A0A2W7P7M5	A0A317R9T2	A0A1M7RYE3
8074	A0A329AYY8	A0A317R9T2	A0A1M7RYE3
8075	A0A316EW54	A0A317R9T2	A0A1M7RYE3
8076	A0A7Z7I9P8	A0A317R9T2	A0A1M7RYE3
8077	A0A495U867	A0A317R9T2	A0A1M7RYE3
8078	A0A2U1ADM3	A0A317R9T2	A0A1M7RYE3
8079	A0A7Z7E229	A0A317R9T2	A0A1M7RYE3
8080	A0A1A5XEM0	A0A317R9T2	A0A1M7RYE3
8081	A0A3D9MLV1	A0A317R9T2	A0A1M7RYE3
8082	A0A3E0CH42	A0A317R9T2	A0A1M7RYE3
8083	A0A2C9A0L1	A0A317R9T2	A0A1M7RYE3
8084	A0A419ZUE9	A0A317R9T2	A0A1M7RYE3
8085	A0A0K6HW46	A0A317R9T2	A0A1M7RYE3
8086	A0A368W173	A0A368W173	A0A285NHK7
8087	A0A7W5C4A0	A0A368W173	A0A285NHK7
8088	A0A2V2YN40	A0A368W173	A0A285NHK7
8089	A0A940PJY9	A0A368W173	A0A285NHK7
8090	A0A399H063	A0A399H063	A0A221W7C9
8091	A0A3E1EGJ0	A0A3E1EGJ0	A0A3E1E9A1
8092	A0A3M2RJH7	A0A3M2RJH7	A0A7W7M238
8093	A0A1N7J1F9	A0A3M2RJH7	A0A7W7M238
8094	A0A1W6KDF0	A0A3M2RJH7	A0A7W7M238
8095	A0A5P9EGE9	A0A3M2RJH7	A0A7W7M238
8096	A0A4R1HAW4	A0A4R1HAW4	A0A839YXT0
8097	A0A4R6TRM9	A0A4R6TRM9	A0A1K1XJB1
8098	A0A4R7FSG7	A0A4R7FSG7	A0A1I1ZHQ3
8099	A0A4V2SEB7	A0A4V2SEB7	A0A7W7M238
8100	A0A4R2LWD1	A0A4V2SEB7	A0A7W7M238
8101	A0A6N2Y614	A0A4V2SEB7	A0A7W7M238
8102	A0A6N3FBC2	A0A4V2SEB7	A0A7W7M238
8103	A0A6N2RUN1	A0A4V2SEB7	A0A7W7M238
8104	A0A4Z0IHZ9	A0A4Z0IHZ9	A0A839YXT0
8105	A0A127MMR1	A0A4Z0IHZ9	A0A839YXT0
8106	A0A7W7KIQ6	A0A4Z0IHZ9	A0A839YXT0
8107	A0A7U7EG96	A0A4Z0IHZ9	A0A839YXT0
8108	A0A391NKM9	A0A4Z0IHZ9	A0A839YXT0
8109	A0A542ZGQ9	A0A542ZGQ9	A0A1M5FCY0
8110	A0A562V1J1	A0A562V1J1	A0A841H5D1
8111	A0A841FK54	A0A562V1J1	A0A841H5D1
8112	A0A5A5RRQ5	A0A5A5RRQ5	A0A259UPC1
8113	A0A2Z6UZW4	A0A5A5RRQ5	A0A259UPC1
8114	A0A5A5R508	A0A5A5RRQ5	A0A259UPC1
8115	A0A5A5S1P5	A0A5A5RRQ5	A0A259UPC1
8116	A0A402DDL7	A0A5A5RRQ5	A0A259UPC1
8117	A0A5J4F5G2	A0A5A5RRQ5	A0A259UPC1
8118	A0A399DSP8	A0A399DSP8	A0A7Y9HVW7
8119	A0A3E2YKQ2	A0A3E2YKQ2	A0A3Q9J1U9
8120	A0A3N1XWG6	A0A3N1XWG6	A0A4R6WH34
8121	A0A3P4ARM0	A0A3P4ARM0	A0A7W7M238
8122	A0A1G7DQS8	A0A3P4ARM0	A0A7W7M238
8123	A0A0M9AFJ1	A0A3P4ARM0	A0A7W7M238
8124	A0A399F571	A0A3P4ARM0	A0A7W7M238
8125	A0A399EY78	A0A3P4ARM0	A0A7W7M238
8126	A0A399F347	A0A3P4ARM0	A0A7W7M238
8127	A0A399E4J6	A0A3P4ARM0	A0A7W7M238
8128	A0A402BQW1	A0A402BQW1	A0A399F503
8129	A0A433SFZ3	A0A433SFZ3	A0A6N3DZJ8
8130	A0A4P7NX61	A0A4P7NX61	A0A1K1XJB1
8131	A0A4Q7MZ22	A0A4Q7MZ22	A0A4R1LQV0
8132	A0A4Q7YN92	A0A4Q7YN92	A0A285NHK7
8133	A0A852VEE5	A0A4Q7YN92	A0A285NHK7
8134	A0A428MML8	A0A4Q7YN92	A0A285NHK7
8135	A0A7Y9NNN0	A0A4Q7YN92	A0A285NHK7
8136	A0A4R2B957	A0A4R2B957	A0A4R6LXJ8
8137	A0A4R4AIY5	A0A4R4AIY5	A0A7W7M238
8138	A0A4R6LXJ8	A0A4R6LXJ8	A0A4R6LXJ8
8139	A0A2A9GXU9	A0A4R6LXJ8	A0A4R6LXJ8
8140	A0A4R6UMP3	A0A4R6UMP3	A0A7W9X3X8
8141	A0A4R8GLU1	A0A4R8GLU1	A0A259UXB3
8142	A0A4R8V7J3	A0A4R8V7J3	A0A4R6WL96
8143	A0A4V2SVB4	A0A4V2SVB4	A0A4V2SVB4
8144	A0A543ARX8	A0A543ARX8	A0A4R3YH71
8145	A0A3E2YQZ5	A0A543ARX8	A0A4R3YH71
8146	A0A543Q3C4	A0A543Q3C4	A0A0B0HVF0
8147	A0A653UEE0	A0A653UEE0	A0A4R6LXJ8
8148	A0A6N2R5C5	A0A6N2R5C5	A0A6N2R5C5
8149	A0A6N3BW63	A0A6N3BW63	A0A7W7M238
8150	A0A6N3BLX3	A0A6N3BW63	A0A7W7M238
8151	A0A6N3H6A4	A0A6N3H6A4	A0A7W7M238
8152	A0A7M4DML8	A0A7M4DML8	A0A251XY06
8153	A0A7U9R8M5	A0A7U9R8M5	A0A542VZJ6
8154	A0A7V8FWJ6	A0A7V8FWJ6	A0A6N3DZJ8
8155	A0A7W3XSQ6	A0A7W3XSQ6	A0A7W3XSQ6
8156	A0A7W6BX92	A0A7W6BX92	A0A1H5RLM9
8157	A0A7W7K929	A0A7W6BX92	A0A1H5RLM9
8158	A0A0B0HVF0	A0A0B0HVF0	A0A0B0HVF0
8159	A0A0E9N3T6	A0A0E9N3T6	A0A259UPC1
8160	A0A0F0M2D7	A0A0F0M2D7	A0A259UXB3
8161	A0A0P0FQT6	A0A0P0FQT6	A0A259UXB3
8162	A0A0Q9YEY5	A0A0Q9YEY5	A0A1K1XJB1
8163	A0A0Q9YJ56	A0A0Q9YEY5	A0A1K1XJB1
8164	A0A0U4WBV9	A0A0U4WBV9	A0A259UXB3
8165	A0A151ALP2	A0A151ALP2	A0A140LA76
8166	A0A162GNU7	A0A162GNU7	A0A162GNU7
8167	A0A1A9GQM0	A0A1A9GQM0	A0A1A9GQM0
8168	A0A1C6U872	A0A1C6U872	A0A1C6U872
8169	A0A3E2YM24	A0A1C6U872	A0A1C6U872
8170	A0A1D8BVK6	A0A1D8BVK6	A0A1D8BVK6
8171	A0A562URL3	A0A1D8BVK6	A0A1D8BVK6
8172	A0A2N3W9W7	A0A1D8BVK6	A0A1D8BVK6
8173	A0A840IVJ1	A0A1D8BVK6	A0A1D8BVK6
8174	A0A853ATA1	A0A1D8BVK6	A0A1D8BVK6
8175	A0A660CCN8	A0A1D8BVK6	A0A1D8BVK6
8176	A0A841FWA5	A0A1D8BVK6	A0A1D8BVK6
8177	A0A841FND5	A0A1D8BVK6	A0A1D8BVK6
8178	A0A7X0BZA3	A0A1D8BVK6	A0A1D8BVK6
8179	A0A1F2PNI0	A0A1F2PNI0	A0A1F2PNI0
8180	A0A2I9D1G8	A0A1F2PNI0	A0A1F2PNI0
8181	A0A1G5P7L0	A0A1G5P7L0	A0A4R6WH34
8182	A0A1G7I840	A0A1G7I840	A0A2W7SGE1
8183	A0A383R812	A0A1G7I840	A0A2W7SGE1
8184	A0A1H0XXF9	A0A1H0XXF9	A0A2H6GRU2
8185	A0A1H2CK11	A0A1H2CK11	A0A1I2BHE0
8186	A0A1H3MKQ3	A0A1H3MKQ3	A0A4R6WH34
8187	A0A1H8AW75	A0A1H8AW75	A0A1V5W530
8188	A0A1H8YC09	A0A1H8YC09	A0A4V2PSG7
8189	A0A1I1B0J4	A0A1I1B0J4	A0A841H5D1
8190	A0A1I1ZHQ3	A0A1I1ZHQ3	A0A1I1ZHQ3
8191	A0A4R6DVH0	A0A4R6DVH0	A0A1M7RYE3
8192	A0A497XCS8	A0A4R6DVH0	A0A1M7RYE3
8193	A0A4R6YB71	A0A4R6YB71	A4SWU3
8194	A0A4R7KT40	A0A4R7KT40	A0A4R6WH34
8195	A0A554WSW8	A0A554WSW8	A0A399F503
8196	A0A554W3N2	A0A554WSW8	A0A399F503
8197	A0A562RNQ0	A0A562RNQ0	A0A1K1XJB1
8198	A0A1G5B148	A0A562RNQ0	A0A1K1XJB1
8199	A0A5P9CRY5	A0A5P9CRY5	A0A1K1XJB1
8200	A0A8B3W653	A0A5P9CRY5	A0A1K1XJB1
8201	A0A1W6VIV7	A0A5P9CRY5	A0A1K1XJB1
8202	UPI001E30CFB5	A0A5P9CRY5	A0A1K1XJB1
8203	A0A5P9BBZ7	A0A5P9CRY5	A0A1K1XJB1
8204	UPI0014795202	A0A5P9CRY5	A0A1K1XJB1
8205	UPI0018682E37	A0A5P9CRY5	A0A1K1XJB1
8206	UPI0018687C52	A0A5P9CRY5	A0A1K1XJB1
8207	A0A1B9QCI0	A0A5P9CRY5	A0A1K1XJB1
8208	UPI001559268E	A0A5P9CRY5	A0A1K1XJB1
8209	A0A1G8AE59	A0A5P9CRY5	A0A1K1XJB1
8210	UPI001869D3E9	A0A5P9CRY5	A0A1K1XJB1
8211	UPI000B1741B2	A0A5P9CRY5	A0A1K1XJB1
8212	UPI001869D451	A0A5P9CRY5	A0A1K1XJB1
8213	UPI001EEC6EDD	A0A5P9CRY5	A0A1K1XJB1
8214	UPI00186A053A	A0A5P9CRY5	A0A1K1XJB1
8215	UPI002014E6C8	A0A5P9CRY5	A0A1K1XJB1
8216	UPI00186A94DD	A0A5P9CRY5	A0A1K1XJB1
8217	A0A1C3IHQ7	A0A5P9CRY5	A0A1K1XJB1
8218	A0A1W6UBN9	A0A5P9CRY5	A0A1K1XJB1
8219	A0A6B8NE80	A0A5P9CRY5	A0A1K1XJB1
8220	A0A2A9G6C5	A0A5P9CRY5	A0A1K1XJB1
8221	UPI001E2B0713	A0A5P9CRY5	A0A1K1XJB1
8222	A0A1C3JG37	A0A5P9CRY5	A0A1K1XJB1
8223	A0A1V1VGP5	A0A5P9CRY5	A0A1K1XJB1
8224	A0A1I5VUN2	A0A5P9CRY5	A0A1K1XJB1
8225	A0A1Y6MG22	A0A5P9CRY5	A0A1K1XJB1
8226	A0A1Y6MJ08	A0A5P9CRY5	A0A1K1XJB1
8227	A0A1T5HXP0	A0A5P9CRY5	A0A1K1XJB1
8228	A0A128FF14	A0A5P9CRY5	A0A1K1XJB1
8229	A0A1T4SV90	A0A5P9CRY5	A0A1K1XJB1
8230	A0A128FGM8	A0A5P9CRY5	A0A1K1XJB1
8231	A0A1T4V0A6	A0A5P9CRY5	A0A1K1XJB1
8232	A0A1Y6KZ18	A0A5P9CRY5	A0A1K1XJB1
8233	A0A1T4Q678	A0A5P9CRY5	A0A1K1XJB1
8234	A0A1R4B675	A0A5P9CRY5	A0A1K1XJB1
8235	A0A2J8I859	A0A5P9CRY5	A0A1K1XJB1
8236	A0A1M4T8H4	A0A5P9CRY5	A0A1K1XJB1
8237	A0A1M6BFM5	A0A5P9CRY5	A0A1K1XJB1
8238	A0A1R4LQE5	A0A5P9CRY5	A0A1K1XJB1
8239	A0A1N6M8T3	A0A5P9CRY5	A0A1K1XJB1
8240	A0A1Y6IVX4	A0A5P9CRY5	A0A1K1XJB1
8241	A0A1M7YPP3	A0A5P9CRY5	A0A1K1XJB1
8242	A0A1H5T9H8	A0A5P9CRY5	A0A1K1XJB1
8243	A0A240EK16	A0A5P9CRY5	A0A1K1XJB1
8244	A0A5P9IW55	A0A5P9IW55	A0A7W7M238
8245	A0A6B8N5K1	A0A6B8N5K1	A0A6B8N5K1
8246	A0A5P9CR71	A0A6B8N5K1	A0A6B8N5K1
8247	A0A6N3DVK1	A0A6N3DVK1	A0A330LHE0
8248	A0A564T899	A0A6N3DVK1	A0A330LHE0
8249	A0A7L4ZKQ4	A0A7L4ZKQ4	A0A4R3YH71
8250	A0A7U9SER3	A0A7U9SER3	A0A330LHE0
8251	A0A7V8KB29	A0A7V8KB29	A0A7V8KB29
8252	A0A7W3JFB1	A0A7W3JFB1	A0A4R6LXJ8
8253	A0A3N1K9G6	A0A7W3JFB1	A0A4R6LXJ8
8254	A0A3N2HU30	A0A7W3JFB1	A0A4R6LXJ8
8255	A0A4R6DJL8	A0A7W3JFB1	A0A4R6LXJ8
8256	A0A7W3MSH8	A0A7W3JFB1	A0A4R6LXJ8
8257	A0A4R1SVV6	A0A7W3JFB1	A0A4R6LXJ8
8258	A0A3N1JKD5	A0A7W3JFB1	A0A4R6LXJ8
8259	A0A7W4ULM8	A0A7W4ULM8	A0A1I2BHE0
8260	A0A852U8R1	A0A7W4ULM8	A0A1I2BHE0
8261	A0A7W5QJI5	A0A7W5QJI5	A0A7W7M238
8262	A0A839YD42	A0A7W5QJI5	A0A7W7M238
8263	A0A7W5K8H9	A0A7W5QJI5	A0A7W7M238
8264	A0A7W5ZQH7	A0A7W5ZQH7	A0A7W5ZQH7
8265	A0A7W6KJW0	A0A7W6KJW0	A0A4R6R5S4
8266	A0A4R3NHW0	A0A7W6KJW0	A0A4R6R5S4
8267	A0A7W7Y4J8	A0A7W7Y4J8	A0A1K1XJB1
8268	A0A7W8DMU2	A0A7W8DMU2	A0A162GNU7
8269	A0A7W8DQY9	A0A7W8DMU2	A0A162GNU7
8270	A0A3E1ES92	A0A7W8DMU2	A0A162GNU7
8271	A0A7Y9HVW7	A0A7Y9HVW7	A0A7Y9HVW7
8272	A0A7X0CLK4	A0A7Y9HVW7	A0A7Y9HVW7
8273	A0A110AZU3	A0A7Y9HVW7	A0A7Y9HVW7
8274	A0A1H8AZ86	A0A7Y9HVW7	A0A7Y9HVW7
8275	A0A7W9X6W7	A0A7Y9HVW7	A0A7Y9HVW7
8276	A0A7Y9S281	A0A7Y9S281	A0A7W7M238
8277	A0A7Z0IR29	A0A7Z0IR29	A0A259UXB3
8278	A0A853C0L3	A0A7Z0IR29	A0A259UXB3
8279	A0A7W5A5U9	A0A7Z0IR29	A0A259UXB3
8280	A0A839EK34	A0A839EK34	A0A1W1YNH7
8281	A0A839FMA7	A0A839EK34	A0A1W1YNH7
8282	A0A1H0EKW0	A0A839EK34	A0A1W1YNH7
8283	A0A368Z7T4	A0A839EK34	A0A1W1YNH7
8284	A0A839U9N5	A0A839EK34	A0A1W1YNH7
8285	A0A1H0PRW6	A0A839EK34	A0A1W1YNH7
8286	A0A840CQ92	A0A840CQ92	A0A2H6GRU2
8287	A0A840KK62	A0A840KK62	A0A2H5XR64
8288	A0A840RJR8	A0A840RJR8	A0A259UXB3
8289	A0A1N6IP42	A0A840RJR8	A0A259UXB3
8290	A0A2S8RTD6	A0A840RJR8	A0A259UXB3
8291	A0A7Y9W2T9	A0A840RJR8	A0A259UXB3
8292	A0A3R7KWX2	A0A840RJR8	A0A259UXB3
8293	A0A7W8PD65	A0A840RJR8	A0A259UXB3
8294	A0A329CU13	A0A840RJR8	A0A259UXB3
8295	A0A1I7EGR9	A0A840RJR8	A0A259UXB3
8296	A0A7W8RMA0	A0A840RJR8	A0A259UXB3
8297	A0A2C8Z275	A0A840RJR8	A0A259UXB3
8298	A0A7W6YWU3	A0A840RJR8	A0A259UXB3
8299	A0A7W8S5U1	A0A840RJR8	A0A259UXB3
8300	A0A7W8T1F0	A0A840RJR8	A0A259UXB3
8301	A0A1X7IGW2	A0A840RJR8	A0A259UXB3
8302	A0A2T1B7S9	A0A840RJR8	A0A259UXB3
8303	A0A7Z0B8J3	A0A840RJR8	A0A259UXB3
8304	A0A1H1ADS4	A0A840RJR8	A0A259UXB3
8305	A0A1G7VMC0	A0A840RJR8	A0A259UXB3
8306	A0A7Z7B4S9	A0A840RJR8	A0A259UXB3
8307	A0A1H6M7I4	A0A840RJR8	A0A259UXB3
8308	A0A1H6ZFH3	A0A840RJR8	A0A259UXB3
8309	A0A1X7E182	A0A840RJR8	A0A259UXB3
8310	A0A7W5NL22	A0A840RJR8	A0A259UXB3
8311	A0A1I3P3R7	A0A840RJR8	A0A259UXB3
8312	A0A7W8L6E0	A0A840RJR8	A0A259UXB3
8313	A0A7W8V6M5	A0A840RJR8	A0A259UXB3
8314	A0A2C8ZRT9	A0A840RJR8	A0A259UXB3
8315	A0A7Z7N3Q7	A0A840RJR8	A0A259UXB3
8316	A0A1H3ZQV9	A0A840RJR8	A0A259UXB3
8317	A0A7W8SN57	A0A840RJR8	A0A259UXB3
8318	A0A4R8LN71	A0A840RJR8	A0A259UXB3
8319	A0A1H7V1N5	A0A840RJR8	A0A259UXB3
8320	A0A318JKF7	A0A840RJR8	A0A259UXB3
8321	A0A840X7F5	A0A840X7F5	A0A4R6WH34
8322	A0A841BL27	A0A841BL27	A0A3Q9J1U9
8323	A0A841JMK9	A0A841JMK9	A0A259UXB3
8324	A0A1I4C0U4	A0A1I4C0U4	A0A1K1XJB1
8325	A0A7C7K595	A0A1I4C0U4	A0A1K1XJB1
8326	A0A1I6H882	A0A1I6H882	A0A285NHK7
8327	A0A1I7A7G2	A0A1I7A7G2	A0A1N6GPB3
8328	A0A1X7PCL4	A0A1I7A7G2	A0A1N6GPB3
