mmseqs_cluster	unclustered
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A173Y9D9|1059|g__Dorea.s__Dorea_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A1C5XV24|1395|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A173TCP1|2322|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A174CGJ4|2319|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A174JP72|2319|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A173YAR0|2319|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A1C5XUZ9|2319|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A1C5T7X7|2310|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A1C5N7J6|2235|g__Dorea.s__Dorea_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A564U2D1|2217|g__Dorea.s__Dorea_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A0U5JII4|501|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A174EN32|2322|g__Dorea.s__Dorea_species	DL-endopeptidase_UniRef100_A0A174DTW2|2211|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A1C6ADJ8|585|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1C6ADJ8|585|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A1V5DCT9|1011|g__Syntrophorhabdus.s__Syntrophorhabdus_species	DL-endopeptidase_UniRef100_A0A1V5DCT9|1011|g__Syntrophorhabdus.s__Syntrophorhabdus_species
DL-endopeptidase_UniRef100_A0A1V5DCT9|1011|g__Syntrophorhabdus.s__Syntrophorhabdus_species	DL-endopeptidase_UniRef100_A0A1V4WKF7|1008|g__Syntrophorhabdus.s__Syntrophorhabdus_species
DL-endopeptidase_UniRef100_A0A1V5DCT9|1011|g__Syntrophorhabdus.s__Syntrophorhabdus_species	DL-endopeptidase_UniRef100_A0A1V5C2W7|1008|g__Syntrophorhabdus.s__Syntrophorhabdus_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A108T752|1200|g__Bacteroides.s__Bacteroides_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A2M9V3Z7|1200|g__Bacteroides.s__Bacteroides_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A0P0FDA5|984|g__Bacteroides.s__Bacteroides_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A0P0GID1|1200|g__Bacteroides.s__Bacteroides_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A1C5SRP4|981|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A6N2W4T9|1200|g__Bacteroides.s__Bacteroides_species	DL-endopeptidase_UniRef100_A0A7J0A7V6|978|g__Bacteroides.s__Bacteroides_species
DL-endopeptidase_UniRef100_C2KWA3|1155|g__Oribacterium.s__Oribacterium_species	DL-endopeptidase_UniRef100_C2KWA3|1155|g__Oribacterium.s__Oribacterium_species
DL-endopeptidase_UniRef100_C2KWA3|1155|g__Oribacterium.s__Oribacterium_species	DL-endopeptidase_UniRef100_A0A7W9SHJ5|1155|g__Oribacterium.s__Oribacterium_species
DL-endopeptidase_UniRef100_C2KWA3|1155|g__Oribacterium.s__Oribacterium_species	DL-endopeptidase_UniRef100_D4CM90|1152|g__Oribacterium.s__Oribacterium_species
DL-endopeptidase_UniRef100_A0A4V3CSG6|987|g__Aminicella.s__Aminicella_species	DL-endopeptidase_UniRef100_A0A4V3CSG6|987|g__Aminicella.s__Aminicella_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A2K4ZC18|1029|g__Acetatifactor.s__Acetatifactor_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A6N2RX49|1041|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5NS39|1041|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5NTT5|1041|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5ZXH7|1032|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A7U9N0N3|1047|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5PZ11|1032|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A143Q8D1|1116|g__Rhodococcus.s__Rhodococcus_species	DL-endopeptidase_UniRef100_A0A143Q8D1|1116|g__Rhodococcus.s__Rhodococcus_species
DL-endopeptidase_UniRef100_A0A143Q8D1|1116|g__Rhodococcus.s__Rhodococcus_species	DL-endopeptidase_UniRef100_A0A0J6W5Q2|423|g__Mycolicibacterium.s__Mycolicibacterium_species
DL-endopeptidase_UniRef100_A0A0P9AH63|1239|g__Oxobacter.s__Oxobacter_species	DL-endopeptidase_UniRef100_A0A0P9AH63|1239|g__Oxobacter.s__Oxobacter_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5P0J3|2466|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A564SQR2|2466|g__Streptococcus.s__Streptococcus_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5X989|2466|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A173Z3W7|2466|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A143XD01|2271|g__Eubacteriaceae.s__Eubacteriaceae_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174M4B0|2241|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C6BD54|2241|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174VAJ2|2241|g__Fusicatenibacter.s__Fusicatenibacter_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C6GAP6|2241|g__Bacteria.s__Bacteria_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5VNC7|2241|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A173U138|2241|g__Anaerobutyricum.s__Anaerobutyricum_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A173WZX5|2241|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A174RHF1|2466|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174E351|2241|g__Dorea.s__Dorea_species
DL-endopeptidase_UniRef100_A0A1V4XN89|1035|g__Syntrophaceae.s__Syntrophaceae_species	DL-endopeptidase_UniRef100_A0A1V4XN89|1035|g__Syntrophaceae.s__Syntrophaceae_species
DL-endopeptidase_UniRef100_A0A2H5WX43|909|g__bacterium.s__bacterium_species	DL-endopeptidase_UniRef100_A0A2H5WX43|909|g__bacterium.s__bacterium_species
DL-endopeptidase_UniRef100_C5C6Z4|2085|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_C5C6Z4|2085|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_C5C6Z4|2085|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A132HN74|2073|g__Terrabacteria.s__Terrabacteria_species
DL-endopeptidase_UniRef100_C5C6Z4|2085|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A378NIG8|993|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_A0A0B7MQS5|693|g__Syntrophaceticus.s__Syntrophaceticus_species	DL-endopeptidase_UniRef100_A0A0B7MQS5|693|g__Syntrophaceticus.s__Syntrophaceticus_species
DL-endopeptidase_UniRef100_A0A2N2CPI6|1017|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A2N2CPI6|1017|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A2K9E4F8|1002|g__Acetivibrio.s__Acetivibrio_species	DL-endopeptidase_UniRef100_A0A2K9E4F8|1002|g__Acetivibrio.s__Acetivibrio_species
DL-endopeptidase_UniRef100_A0A2K9E4F8|1002|g__Acetivibrio.s__Acetivibrio_species	DL-endopeptidase_UniRef100_A0A140L496|1002|g__Thermotalea.s__Thermotalea_species
DL-endopeptidase_UniRef100_E2CGT6|396|g__Roseibium.s__Roseibium_species	DL-endopeptidase_UniRef100_E2CGT6|396|g__Roseibium.s__Roseibium_species
DL-endopeptidase_UniRef100_A0A2P8HWB3|1032|g__Salsuginibacillus.s__Salsuginibacillus_species	DL-endopeptidase_UniRef100_A0A2P8HWB3|1032|g__Salsuginibacillus.s__Salsuginibacillus_species
DL-endopeptidase_UniRef100_A0A0L6Z818|1116|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A0L6Z818|1116|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A174KQX2|1185|g__Coprococcus.s__Coprococcus_species	DL-endopeptidase_UniRef100_A0A174KQX2|1185|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A174KQX2|1185|g__Coprococcus.s__Coprococcus_species	DL-endopeptidase_UniRef100_A0A173R646|1125|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A174KQX2|1185|g__Coprococcus.s__Coprococcus_species	DL-endopeptidase_UniRef100_A0A173YY14|1182|g__Coprococcus.s__Coprococcus_species
DL-endopeptidase_UniRef100_A0A1C6DUA5|2028|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C6DUA5|2028|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A1V5LSZ0|948|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1V5LSZ0|948|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A2K9DWZ2|1053|g__Acetivibrio.s__Acetivibrio_species	DL-endopeptidase_UniRef100_A0A2K9DWZ2|1053|g__Acetivibrio.s__Acetivibrio_species
DL-endopeptidase_UniRef100_A0A385BU75|1158|g__Flavobacteriaceae.s__Flavobacteriaceae_species	DL-endopeptidase_UniRef100_A0A385BU75|1158|g__Flavobacteriaceae.s__Flavobacteriaceae_species
DL-endopeptidase_UniRef100_A0A385BU75|1158|g__Flavobacteriaceae.s__Flavobacteriaceae_species	DL-endopeptidase_UniRef100_A0A8T9DWY8|1143|g__Flavobacteriaceae.s__Flavobacteriaceae_species
DL-endopeptidase_UniRef100_A0A385BU75|1158|g__Flavobacteriaceae.s__Flavobacteriaceae_species	DL-endopeptidase_UniRef100_A0A7L4ZEX7|1137|g__Kordia.s__Kordia_species
DL-endopeptidase_UniRef100_A0A385BU75|1158|g__Flavobacteriaceae.s__Flavobacteriaceae_species	DL-endopeptidase_UniRef100_A0A2X2SSC2|837|g__Capnocytophaga.s__Capnocytophaga_species
DL-endopeptidase_UniRef100_A0A4P6LXS6|750|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A4P6LXS6|750|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_W4Q1R8|1047|g__Alkalihalobacillus.s__Alkalihalobacillus_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_A0A562QCX9|1053|g__Alkalihalobacillus.s__Alkalihalobacillus_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_A0A1H3L9D0|1026|g__Evansella.s__Evansella_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_Q9KCG8|1065|g__Halalkalibacterium.s__Halalkalibacterium_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_A0A1X9MDR3|1050|g__Alkalihalobacillus.s__Alkalihalobacillus_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_W4QAJ2|1047|g__Alkalihalobacillus.s__Alkalihalobacillus_species
DL-endopeptidase_UniRef100_D3G001|1077|g__Alkalihalophilus.s__Alkalihalophilus_species	DL-endopeptidase_UniRef100_A0A840QNL4|1065|g__Texcoconibacillus.s__Texcoconibacillus_species
DL-endopeptidase_UniRef100_W7Y665|777|g__Saccharicrinis.s__Saccharicrinis_species	DL-endopeptidase_UniRef100_W7Y665|777|g__Saccharicrinis.s__Saccharicrinis_species
DL-endopeptidase_UniRef100_A0A1H0C001|1101|g__Tenuibacillus.s__Tenuibacillus_species	DL-endopeptidase_UniRef100_A0A1H0C001|1101|g__Tenuibacillus.s__Tenuibacillus_species
DL-endopeptidase_UniRef100_A0A1H0C001|1101|g__Tenuibacillus.s__Tenuibacillus_species	DL-endopeptidase_UniRef100_A0A3N5BWX9|1086|g__Aquisalibacillus.s__Aquisalibacillus_species
DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species
DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_C0D0G2|1263|g__Enterocloster.s__Enterocloster_species
DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A1C5QXJ1|1074|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A1C5LR90|1074|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A4R2KJK1|993|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A1I0BTW5|1365|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A4V0Z7F5|993|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species
DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A2V3YD31|1116|g__Hungatella.s__Hungatella_species
DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A6N3GSG0|1116|g__Hungatella.s__Hungatella_species
DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A1I0G2J4|1128|g__Enterocloster.s__Enterocloster_species
DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A1C5XGD7|1167|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1I6KY25|1167|g__Enterocloster.s__Enterocloster_species	DL-endopeptidase_UniRef100_A0A0F0C6W3|1167|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A2W7MNT1|1602|g__Psychrobacillus.s__Psychrobacillus_species	DL-endopeptidase_UniRef100_A0A2W7MNT1|1602|g__Psychrobacillus.s__Psychrobacillus_species
DL-endopeptidase_UniRef100_A0A7U9R122|1386|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9R122|1386|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9R122|1386|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9MNW5|1263|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9R122|1386|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9WVT8|1380|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A161I7N8|849|g__Isoptericola.s__Isoptericola_species	DL-endopeptidase_UniRef100_A0A161I7N8|849|g__Isoptericola.s__Isoptericola_species
DL-endopeptidase_UniRef100_A0A259UIB8|393|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A259UIB8|393|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A379CGH3|1167|g__Peptostreptococcus.s__Peptostreptococcus_species	DL-endopeptidase_UniRef100_A0A379CGH3|1167|g__Peptostreptococcus.s__Peptostreptococcus_species
DL-endopeptidase_UniRef100_A0A6N3I5I0|1050|g__Hungatella.s__Hungatella_species	DL-endopeptidase_UniRef100_A0A6N3I5I0|1050|g__Hungatella.s__Hungatella_species
DL-endopeptidase_UniRef100_C2ZHC9|1578|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_C2ZHC9|1578|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A1V5C9Y8|981|g__Syntrophorhabdaceae.s__Syntrophorhabdaceae_species	DL-endopeptidase_UniRef100_A0A1V5C9Y8|981|g__Syntrophorhabdaceae.s__Syntrophorhabdaceae_species
DL-endopeptidase_UniRef100_A0A4Y7R8Q8|1383|g__Pelotomaculum.s__Pelotomaculum_species	DL-endopeptidase_UniRef100_A0A4Y7R8Q8|1383|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7R8Q8|1383|g__Pelotomaculum.s__Pelotomaculum_species	DL-endopeptidase_UniRef100_A0A4Y7S7B8|1374|g__Pelotomaculum.s__Pelotomaculum_species
DL-endopeptidase_UniRef100_A0A4Y7R8Q8|1383|g__Pelotomaculum.s__Pelotomaculum_species	DL-endopeptidase_UniRef100_A0A4Y7RTG8|1176|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_E4MQ17|1926|g__Capnocytophaga.s__Capnocytophaga_species	DL-endopeptidase_UniRef100_E4MQ17|1926|g__Capnocytophaga.s__Capnocytophaga_species
DL-endopeptidase_UniRef100_E4MQ17|1926|g__Capnocytophaga.s__Capnocytophaga_species	DL-endopeptidase_UniRef100_A0A7Z8YG80|1926|g__Capnocytophaga.s__Capnocytophaga_species
DL-endopeptidase_UniRef100_A0A3D1LC86|933|g__Clostridiales.s__Clostridiales_species	DL-endopeptidase_UniRef100_A0A3D1LC86|933|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A3D1LC86|933|g__Clostridiales.s__Clostridiales_species	DL-endopeptidase_UniRef100_R5ITP1|918|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A3D1LC86|933|g__Clostridiales.s__Clostridiales_species	DL-endopeptidase_UniRef100_R6LPT0|915|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A7X3JY59|1407|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A7X3JY59|1407|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A7X3JY59|1407|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A410WPK4|1398|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A7X3JY59|1407|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A6B8RHF6|1401|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A928NUY4|969|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A928NUY4|969|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928NUY4|969|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A928F840|900|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A0M6XNK8|858|g__Jannaschia.s__Jannaschia_species	DL-endopeptidase_UniRef100_A0A0M6XNK8|858|g__Jannaschia.s__Jannaschia_species
DL-endopeptidase_UniRef100_A0A0M6XNK8|858|g__Jannaschia.s__Jannaschia_species	DL-endopeptidase_UniRef100_A0A0M6YGY7|852|g__Jannaschia.s__Jannaschia_species
DL-endopeptidase_UniRef100_A0A0M6XNK8|858|g__Jannaschia.s__Jannaschia_species	DL-endopeptidase_UniRef100_A0A0M7BHA5|846|g__Jannaschia.s__Jannaschia_species
DL-endopeptidase_UniRef100_A0A0M6XNK8|858|g__Jannaschia.s__Jannaschia_species	DL-endopeptidase_UniRef100_A0A0P1EXJ2|852|g__Thalassobacter.s__Thalassobacter_species
DL-endopeptidase_UniRef100_A0A0M6XNK8|858|g__Jannaschia.s__Jannaschia_species	DL-endopeptidase_UniRef100_A0A0P1H8N2|822|g__Leisingera.s__Leisingera_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174BWQ9|711|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174Q425|711|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174VIW5|711|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A174AG47|711|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A6N2TRR7|669|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5R308|705|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5NZ59|684|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5RKE6|705|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A1C5M0E1|687|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A564W8N3|687|g__Blautia.s__Blautia_species
DL-endopeptidase_UniRef100_A0A174NG16|768|g__Blautia.s__Blautia_species	DL-endopeptidase_UniRef100_A0A3S5ARJ9|687|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A6V7QZQ8|963|g__Jeotgalicoccus.s__Jeotgalicoccus_species	DL-endopeptidase_UniRef100_A0A6V7QZQ8|963|g__Jeotgalicoccus.s__Jeotgalicoccus_species
DL-endopeptidase_UniRef100_R7F3K0|903|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_R7F3K0|903|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A120MYW0|759|g__Mucilaginibacter.s__Mucilaginibacter_species	DL-endopeptidase_UniRef100_A0A120MYW0|759|g__Mucilaginibacter.s__Mucilaginibacter_species
DL-endopeptidase_UniRef100_A0A1C6FXM9|888|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6FXM9|888|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1Y2N617|1035|g__Pseudonocardia.s__Pseudonocardia_species	DL-endopeptidase_UniRef100_A0A1Y2N617|1035|g__Pseudonocardia.s__Pseudonocardia_species
